Date,Account,Category,Amount,Type,Payee,Clear
1/23/2019,Chase Sapphire Reserve,Dining,17.07,expense,Chipotle,No
11/26/2018,Chase Sapphire Reserve,Dining,17.01,expense,Popeyes,Yes
1/20/2018,Chase Sapphire Reserve,Dining,17,expense,Katnaround,Yes
3/3/2018,Chase Sapphire Reserve,Dining,16.99,expense,Morning Jump,Yes
12/7/2017,Chase Freedom Unlimited,Entertainment,16.99,income,Amazon,Yes
8/16/2018,Chase Sapphire Reserve,Dining,16.98,expense,Best N Burger,Yes
11/3/2018,Chase Freedom Unlimited,Auto:Gas,16.89,expense,Circle K,Yes
11/9/2018,Chase Sapphire Reserve,Dining,16.88,expense,Pret a Manager,Yes
4/22/2018,Chase Sapphire Reserve,Dining,16.76,expense,Taste Of China,Yes
12/17/2018,Chase Sapphire Reserve,Dining,16.75,expense,Pho Bay,Yes
12/15/2017,Chase Freedom Unlimited,Groceries,16.57,expense,Grand Asia,Yes
3/8/2018,Chase Freedom Unlimited,Home Repair,16.55,expense,Target,Yes
5/16/2018,Chase Sapphire Reserve,Dining,16.52,expense,Smithfield,Yes
11/29/2018,Chase Sapphire Reserve,Entertainment,16.39,expense,Daiso,Yes
7/22/2018,Chase Sapphire Reserve,Dining,16.34,expense,Fred ,Yes
6/30/2018,Chase Sapphire Reserve,Dining,16.33,expense,Taco Bell,Yes
11/27/2018,Chase Sapphire Reserve,Dining,16.25,expense, Bougainvillea Bar,Yes
4/24/2018,Chase Freedom Unlimited,Groceries,16.07,expense,Harris Teeter,Yes
11/21/2018,Chase Freedom Unlimited,Pets,16.05,expense,Rover,Yes
1/18/2019,Chase Sapphire Reserve,Dining,16,expense,The Blackened Kracken,No
12/11/2018,Chase Sapphire Reserve,Not Sure,16,expense,Ruby Tuesdays,Yes
11/17/2018,Chase Sapphire Reserve,Dining,16,expense,Best N Burger,Yes
10/7/2018,Chase Sapphire Reserve,Dining,16,expense,Back9Catering,Yes
7/21/2018,Chase Sapphire Reserve,Dining,16,expense,Metro Diner,Yes
9/3/2018,Chase Sapphire Reserve,Dining,15.94,expense,Best N Burger,Yes
12/21/2018,Chase Sapphire Reserve,Dining,15.93,expense,City Wok,Yes
3/14/2018,Chase Freedom Unlimited,Clothing,15.92,expense,Ups,Yes
9/19/2018,Chase Freedom Unlimited,Groceries,15.91,expense,Grand Asia,Yes
3/24/2018,Chase Sapphire Reserve,Dining,15.84,expense,Dog Haus,Yes
7/18/2018,Chase Sapphire Reserve,Dining,15.8,expense,Qadoba,Yes
1/1/2019,Chase Sapphire Reserve,Dining,15.74,expense,Taco Bell,Yes
5/3/2018,Chase Freedom Unlimited,Groceries,15.73,expense,Food Lion,Yes
6/15/2018,Chase Sapphire Reserve,Dining,15.68,expense,Best N Burger,Yes
7/6/2018,Chase Sapphire Reserve,Dining,15.57,expense,Best N Burger,Yes
11/15/2018,Chase Sapphire Reserve,Dining,15.51,expense,Whataburger,Yes
6/30/2018,Chase Sapphire Reserve,Groceries,15.46,expense,Costco,Yes
9/1/2018,Shared Savings,Bonus,15.45,income,Dividend,Yes
9/23/2018,Chase Freedom Unlimited,Entertainment,15.44,expense,Amazon,Yes
11/10/2018,Chase Freedom Unlimited,Groceries,15.31,expense,Trader Joes,Yes
1/6/2018,Chase Sapphire Reserve,Dining,15.3,expense,Best N Burger,Yes
1/11/2018,Chase Sapphire Reserve,Dining,15.29,expense,Best N Burger,Yes
4/10/2018,Chase Freedom Unlimited,Groceries,15.25,expense,Grand Asia,Yes
7/18/2018,Chase Sapphire Reserve,Dining,15.16,expense,Poki Burri,Yes
8/30/2018,Chase Sapphire Reserve,Dining,15.15,expense,Morning Jump,Yes
12/21/2018,Chase Freedom Unlimited,Dining,15.14,expense,Jetbox,Yes
6/24/2018,Chase Sapphire Reserve,Dining,15.02,expense,Coldstone,Yes
8/14/2018,Chase Freedom Unlimited,Education,15,expense,College Transcript,Yes
5/18/2018,Chase Sapphire Reserve,Dining,14.95,expense,Best N Burger,Yes
3/19/2018,Chase Sapphire Reserve,Dining,14.93,expense,Papa Johns,Yes
10/4/2018,Chase Freedom Unlimited,Entertainment,14.92,expense,Amc,Yes
6/17/2018,Chase Freedom Unlimited,Entertainment,14.92,expense,Amc,Yes
4/29/2018,Chase Freedom Unlimited,Entertainment,14.92,expense,Amc,Yes
4/29/2018,Chase Freedom Unlimited,Dining,14.92,expense,Cook Out,Yes
10/9/2018,Chase Sapphire Reserve,Dining,14.9,expense,What The Pho,Yes
9/27/2018,Chase Sapphire Reserve,Dining,14.75,expense,Best N Burger,Yes
7/13/2018,Chase Sapphire Reserve,Dining,14.72,expense,Best N Burger,Yes
3/28/2018,Chase Sapphire Reserve,Entertainment,14.62,expense,Addo,Yes
4/10/2018,Chase Sapphire Reserve,Dining,14.61,expense,Morning Jump,Yes
10/18/2018,Chase Freedom Unlimited,Education,14.5,income,Wix,Yes
10/16/2018,Chase Freedom Unlimited,Education,14.5,expense,Wix,Yes
3/28/2018,Chase Sapphire Reserve,Entertainment,14.5,expense,Aerofill,Yes
7/5/2018,Chase Sapphire Reserve,Dining,14.45,expense,Best N Burger,Yes
9/19/2018,Chase Sapphire Reserve,Dining,14.44,expense,Duck Donuts,Yes
5/24/2018,Chase Sapphire Reserve,Dining,14.44,expense,Duck Donuts,Yes
12/15/2018,Chase Freedom Unlimited,Entertainment,14.43,expense,Cvs,Yes
4/29/2018,Chase Sapphire Reserve,Dining,14.38,expense,Wayback,Yes
9/2/2018,Chase Sapphire Reserve,Dining,14.32,expense,Ben And Jerrys,Yes
5/12/2018,Chase Sapphire Reserve,Dining,14.26,expense,Starbucks,Yes
9/7/2018,Chase Sapphire Reserve,Dining,14.18,expense,Lol,Yes
11/23/2018,Chase Sapphire Reserve,Utilities:Telephone,14.17,expense,Vodashop,Yes
8/11/2018,Chase Freedom Unlimited,Home Repair,14.17,expense,Target,Yes
12/23/2018,Chase Freedom Unlimited,Groceries,14.11,expense,Grand Asia,Yes
8/19/2018,Chase Sapphire Reserve,Dining,14.07,expense,Hibachi 101,Yes
12/16/2018,Chase Freedom Unlimited,Auto,14,expense,Rdu,Yes
8/10/2018,Chase Sapphire Reserve,Dining,14,expense,Best N Burger,Yes
7/23/2018,Chase Freedom Unlimited,Clothing,13.99,expense,Great Clips,Yes
4/22/2018,Chase Freedom Unlimited,Education,13.89,expense,Barnes And Noble,Yes
7/11/2018,Chase Sapphire Reserve,Dining,13.87,expense,Subway,Yes
1/4/2019,Chase Sapphire Reserve,Dining,13.75,expense,Best N Burger,Yes
11/9/2018,Chase Freedom Unlimited,Auto:Gas,13.74,expense,Circle K,Yes
6/27/2018,Chase Freedom Unlimited,Auto,13.6,expense,Lee Nissan,Yes
5/2/2018,Chase Freedom Unlimited,Auto,13.6,expense,Hubert Vester,Yes
11/2/2018,Chase Sapphire Reserve,Dining,13.54,expense,Best N Burger,Yes
10/16/2018,Chase Sapphire Reserve,Dining,13.54,expense,Best N Burger,Yes
9/12/2018,Chase Sapphire Reserve,Dining,13.54,expense,Best N Burger,Yes
10/9/2018,Chase Freedom Unlimited,Entertainment,13.44,expense,Px,Yes
2/23/2018,Chase Sapphire Reserve,Dining,13.41,expense,Best N Burger,Yes
12/21/2018,Chase Sapphire Reserve,Dining,13.28,expense,What The Pho,Yes
10/9/2018,Chase Sapphire Reserve,Dining,13.28,expense,What The Pho,Yes
12/24/2017,Chase Freedom Unlimited,Travel,13.06,expense,Empire State Building,Yes
7/9/2018,Chase Freedom Unlimited,Groceries,13.02,expense,Trader Joes,Yes
12/25/2017,Chase Sapphire Reserve,Not Sure,13.01,expense,Pokerice,Yes
12/29/2018,Chase Sapphire Reserve,Dining,13,expense,Best N Burger,Yes
10/7/2018,Chase Sapphire Reserve,Dining,13,expense,Bigmouth Donut,Yes
9/1/2018,Chase Sapphire Reserve,Dining,13,expense,Best N Burger,Yes
8/18/2018,Chase Sapphire Reserve,Dining,13,expense,What The Pho,Yes
7/8/2018,Chase Sapphire Reserve,Dining,13,expense,Heist,Yes
6/27/2018,Chase Sapphire Reserve,Dining,13,expense,What The Pho,Yes
9/26/2018,Chase Freedom Unlimited,Education,12.99,expense,Udemy,Yes
7/16/2018,Chase Freedom Unlimited,Clothing,12.99,expense,Amazon,Yes
12/3/2018,Chase Sapphire Reserve,Dining,12.83,expense,EC Pho,Yes
2/27/2018,Chase Sapphire Reserve,Dining,12.81,expense,Las Palmas,Yes
12/23/2017,Chase Sapphire Reserve,Travel,12.8,expense,Nyctaxi,Yes
12/23/2017,Chase Sapphire Reserve,Travel,12.8,income,Travel Credit,Yes
12/23/2017,Chase Sapphire Reserve,Travel,12.8,expense,Downtown,Yes
6/15/2018,Chase Sapphire Reserve,Dining,12.77,expense,Cook Out,Yes
5/26/2018,Chase Sapphire Reserve,Not Sure,12.76,expense,Empanada Factory,Yes
11/6/2018,Chase Freedom Unlimited,Groceries,12.75,expense,Harris Teeter,Yes
1/13/2018,Chase Sapphire Reserve,Dining,12.72,expense,Best N Burger,Yes
4/6/2018,Active Duty Checking,Gifts,12.5,expense,Pay Pal,Yes
4/13/2018,Chase Freedom Unlimited,Entertainment,12.49,expense,Black Ops,Yes
2/19/2018,Chase Sapphire Reserve,Groceries,12.38,expense,Grand Asia,Yes
11/27/2018,Chase Sapphire Reserve,Travel,12.33,expense,Pharmacy,Yes
2/19/2018,Chase Freedom Unlimited,Groceries,12.32,expense,Costco,Yes
3/23/2018,Chase Freedom Unlimited,Home Repair,12.3,expense,Target,Yes
8/31/2018,Chase Sapphire Reserve,Dining,12.28,expense,What The Pho,Yes
3/11/2018,Chase Freedom Unlimited,Groceries,12.28,expense,Lidl,Yes
2/22/2018,Chase Sapphire Reserve,Dining,12.25,expense,Bragg Ryder Snackbar,Yes
12/8/2018,Chase Freedom Unlimited,Groceries,12.2,expense,Trader Joes,Yes
2/9/2018,Chase Sapphire Reserve,Dining,12.19,expense,Best N Burger,Yes
2/16/2018,Chase Freedom Unlimited,Groceries,12.17,expense,Food Lion,Yes
12/16/2018,Active Duty Checking,Gifts,12,income,Pay Pal,Yes
11/19/2018,Chase Sapphire Reserve,Dining,12,expense,Best N Burger,Yes
11/15/2018,Chase Freedom Unlimited,Auto,12,expense,Rdu,Yes
11/7/2018,Chase Sapphire Reserve,Dining,12,expense,Best N Burger,Yes
6/23/2018,Chase Freedom Unlimited,Entertainment,12,expense,Locopops,Yes
1/25/2018,Chase Sapphire Reserve,Dining,12,expense,What The Pho,Yes
10/6/2018,Chase Sapphire Reserve,Travel,11.95,expense,Virgin Aust,Yes
10/7/2018,Chase Sapphire Reserve,Travel,11.94,expense,Uber,Yes
3/7/2018,Chase Sapphire Reserve,Dining,11.87,expense,Kobe,Yes
7/23/2018,Chase Sapphire Reserve,Dining,11.73,expense,What The Pho,Yes
9/13/2018,Chase Sapphire Reserve,Dining,11.71,expense,Smithfield,Yes
4/9/2018,Chase Sapphire Reserve,Dining,11.6,expense,Best N Burger,Yes
10/13/2018,Chase Sapphire Reserve,Dining,11.56,expense,Sazan,Yes
12/20/2017,Chase Freedom Unlimited,Groceries,11.5,expense,Harris Teeter,Yes
5/11/2018,Chase Sapphire Reserve,Dining,11.49,expense,Best N Burger,Yes
11/13/2018,Chase Sapphire Reserve,Dining,11.48,expense,Panda Express,Yes
11/28/2018,Chase Sapphire Reserve,Entertainment,11.46,expense,Australia Zoo,Yes
11/27/2018,Chase Sapphire Reserve,Dining,11.33,expense,Eftos,Yes
4/14/2018,Chase Freedom Unlimited,Entertainment,11.27,expense,Exchange,Yes
7/7/2018,Chase Freedom Unlimited,Entertainment,11.25,expense,Frankie,Yes
12/29/2018,Chase Freedom Unlimited,Entertainment,11.24,expense,Beef Jerky,Yes
12/21/2017,Chase Sapphire Reserve,Dining,11.24,expense,Cook Out,Yes
12/29/2017,Chase Freedom Unlimited,Groceries,11.2,expense,Grand Asia,Yes
11/25/2018,Chase Sapphire Reserve,Groceries,11.06,expense,Iga,Yes
12/15/2018,Chase Sapphire Reserve,Travel,11.04,expense,In And Out,Yes
1/18/2019,Chase Sapphire Reserve,Dining,11,expense,Best N Burger,No
9/7/2018,Chase Sapphire Reserve,Dining,11,expense,Best N Burger,Yes
4/10/2018,Chase Sapphire Reserve,Dining,11,expense,I Love Pho,Yes
4/9/2018,Chase Freedom Unlimited,Not Sure,11,expense,Walgreens,Yes
2/19/2018,Chase Freedom Unlimited,Clothing,11,expense,Great Clips,Yes
12/24/2017,Chase Sapphire Reserve,Travel,11,income,Travel Credit,Yes
12/24/2017,Chase Sapphire Reserve,Travel,11,expense,Nyctaxi,Yes
7/5/2018,Chase Sapphire Reserve,Dining,10.98,expense,Kasturi,Yes
12/1/2018,Chase Sapphire Reserve,Dining,10.97,expense,P Island Adventure,Yes
9/13/2018,Chase Sapphire Reserve,Dining,10.96,expense,Chipotle,Yes
12/1/2018,Chase Sapphire Reserve,Dining,10.94,expense,Australia Catering,Yes
12/29/2018,Chase Sapphire Reserve,Dining,10.92,expense,Best N Burger,Yes
12/7/2018,Chase Sapphire Reserve,Dining,10.92,expense,Best N Burger,Yes
11/22/2018,Chase Freedom Unlimited,Groceries,10.89,expense,Safeway,Yes
12/6/2017,Chase Freedom Unlimited,Groceries,10.85,expense,Harris Teeter,Yes
8/26/2018,Chase Sapphire Reserve,Groceries,10.8,expense,Costco,Yes
5/7/2018,Chase Freedom Unlimited,Groceries,10.8,expense,Costco,Yes
4/8/2018,Chase Sapphire Reserve,Dining,10.8,expense,Zaxbys,Yes
6/24/2018,Chase Freedom Unlimited,Entertainment,10.79,income,Steam,Yes
1/26/2018,Chase Sapphire Reserve,Dining,10.77,expense,Best N Burger,Yes
3/13/2018,Chase Freedom Unlimited,Entertainment,10.76,expense,Steam,Yes
12/15/2017,Chase Freedom Unlimited,Groceries,10.76,expense,Grand Asia,Yes
10/10/2018,Chase Sapphire Reserve,Dining,10.71,expense,Best N Burger,Yes
9/1/2018,Chase Freedom Unlimited,Home Repair,10.68,expense,Big Lots,Yes
8/17/2018,Chase Sapphire Reserve,Dining,10.68,expense,Zoes Kitchen,Yes
6/21/2018,Chase Sapphire Reserve,Dining,10.68,expense,Starbucks,Yes
7/16/2018,Chase Freedom Unlimited,Clothing,10.66,expense,Amazon,Yes
5/5/2018,Chase Sapphire Reserve,Dining,10.62,expense,What The Pho,Yes
4/17/2018,Chase Sapphire Reserve,Dining,10.62,expense,What The Pho,Yes
2/6/2018,Chase Sapphire Reserve,Dining,10.62,expense,What The Pho,Yes
1/31/2018,Chase Sapphire Reserve,Dining,10.62,expense,What The Pho,Yes
1/3/2018,Chase Sapphire Reserve,Dining,10.62,expense,What The Pho,Yes
12/8/2017,Chase Sapphire Reserve,Dining,10.62,expense,What The Pho,Yes
11/30/2018,Chase Sapphire Reserve,Dining,10.61,expense,Koalas Center,Yes
6/13/2018,Active Duty Checking,Gifts,10.6,expense,Venmo,Yes
5/4/2018,Chase Sapphire Reserve,Dining,10.6,expense,Best N Burger,Yes
3/2/2018,Chase Sapphire Reserve,Dining,10.6,expense,Best N Burger,Yes
1/25/2018,Chase Sapphire Reserve,Dining,10.55,expense,Hong Kong,Yes
11/3/2018,Chase Sapphire Reserve,Dining,10.53,expense,Which Wich,Yes
7/1/2018,Chase Freedom Unlimited,Groceries,10.47,expense,Costco,Yes
12/5/2018,Chase Sapphire Reserve,Dining,10.43,expense,Smithfield,Yes
3/13/2018,Chase Sapphire Reserve,Dining,10.41,expense,Kasturi,Yes
6/3/2018,Chase Sapphire Reserve,Dining,10.4,expense,Sam Jones,Yes
3/2/2018,Chase Sapphire Reserve,Dining,10.4,expense,Qadoba,Yes
12/30/2018,Chase Sapphire Reserve,Dining,10.29,expense,Golly G,Yes
12/1/2018,Chase Sapphire Reserve,Entertainment,10.26,expense,Berg Beach,Yes
1/7/2018,Chase Freedom Unlimited,Groceries,10.25,expense,Costco,Yes
12/29/2018,Chase Freedom Unlimited,Auto:Gas,10.23,expense,Sheetz,Yes
1/19/2018,Chase Freedom Unlimited,Groceries,10.18,expense,Food Lion,Yes
1/11/2018,Chase Sapphire Reserve,Dining,10.15,expense,Morning Jump,Yes
6/30/2018,Chase Sapphire Reserve,Dining,10.14,expense,Wendys ,Yes
12/12/2017,Chase Freedom Unlimited,Not Sure,10.09,expense,Fedex,Yes
5/13/2018,Chase Sapphire Reserve,Dining,10.06,expense,Cracker Barrel,Yes
10/5/2018,Chase Sapphire Reserve,Dining,10.03,expense,Taco Bell,Yes
1/2/2019,Chase Sapphire Reserve,Dining,10,expense,Starbucks,Yes
12/24/2018,Chase Sapphire Reserve,Dining,10,expense,Alamo Draft House,Yes
10/19/2018,Chase Freedom Unlimited,House Hold,10,expense,Usps,Yes
10/19/2018,Chase Sapphire Reserve,Dining,10,expense,Best N Burger,Yes
10/12/2018,Active Duty Checking,Not Sure,10,expense,Bank Of America,Yes
9/29/2018,Chase Freedom Unlimited,Entertainment,10,expense,My Happy Place,Yes
8/13/2018,Chase Freedom Unlimited,Education,10,expense,Grand Canyon University,Yes
7/27/2018,Chase Sapphire Reserve,Dining,10,expense,Best N Burger,Yes
7/14/2018,Chase Sapphire Reserve,Dining,10,expense,Starbucks,Yes
5/3/2018,Chase Sapphire Reserve,Dining,10,expense,Teppanyaki Grill,Yes
3/7/2018,Chase Sapphire Reserve,Dining,10,expense,What The Pho,Yes
1/20/2018,Chase Sapphire Reserve,Dining,10,expense,Dream Cup Cake,Yes
1/20/2018,Chase Sapphire Reserve,Dining,10,expense,Dream Cup Cake,Yes
1/3/2018,Chase Freedom Unlimited,Entertainment,9.99,expense,Netflix,Yes
12/3/2017,Chase Freedom Unlimited,Entertainment,9.99,expense,Netflix,Yes
9/27/2018,Chase Sapphire Reserve,Dining,9.98,expense,Subway,Yes
8/25/2018,Chase Sapphire Reserve,Dining,9.96,expense,Starbucks,Yes
12/25/2017,Chase Sapphire Reserve,Travel,9.95,income,Travel Credit,Yes
12/20/2017,Chase Freedom Unlimited,Groceries,9.93,expense,Food Lion,Yes
12/25/2017,Chase Sapphire Reserve,Travel,9.92,expense,Nyctaxi,Yes
1/13/2018,Chase Freedom Unlimited,Entertainment,9.8,expense,Islander Kwik Mart,Yes
8/1/2018,Shared Savings,Bonus,9.78,income,Dividend,Yes
7/23/2018,Chase Sapphire Reserve,Dining,9.72,expense,Aloha Poke,Yes
7/15/2018,Chase Freedom Unlimited,Groceries,9.71,expense,Costco,Yes
4/15/2018,Chase Sapphire Reserve,Dining,9.71,expense,Cook Out,Yes
1/29/2018,Chase Sapphire Reserve,Dining,9.68,expense,Manchu Wok,Yes
4/1/2018,Chase Sapphire Reserve,Dining,9.64,expense,Steers,Yes
8/4/2018,Chase Sapphire Reserve,Dining,9.6,expense,Best N Burger,Yes
6/28/2018,Chase Freedom Unlimited,Home Repair,9.6,expense,Target,Yes
4/28/2018,Chase Freedom Unlimited,Auto:Gas,9.6,expense,Shell,Yes
12/1/2018,Chase Sapphire Reserve,Dining,9.51,expense,Hudson,Yes
11/13/2018,Chase Sapphire Reserve,Dining,9.45,expense,Which Wich,Yes
9/13/2018,Chase Freedom Unlimited,Groceries,9.41,expense,Harris Teeter,Yes
9/9/2018,Chase Freedom Unlimited,Groceries,9.41,expense,Harris Teeter,Yes
3/31/2018,Chase Sapphire Reserve,Entertainment,9.33,expense,The Magic Company,Yes
4/20/2018,Chase Freedom Unlimited,Auto:Gas,9.3,expense,Shell,Yes
11/30/2018,Chase Sapphire Reserve,Dining,9.18,expense,Krispy Kreme,No
9/8/2018,Chase Sapphire Reserve,Groceries,9.18,expense,Costco,Yes
1/21/2019,Chase Freedom Unlimited,Groceries,9.16,expense,Grand Asia,No
12/1/2018,Chase Sapphire Reserve,Dining,9.14,expense,Krispy Kreme,Yes
12/15/2018,Chase Sapphire Reserve,Dining,9,expense,GTM Ministry,Yes
12/15/2018,Chase Sapphire Reserve,Dining,9,expense,Coolhaus,Yes
8/29/2018,Chase Freedom Unlimited,Groceries,8.98,expense,Lidl,Yes
7/28/2018,Chase Freedom Unlimited,Groceries,8.94,expense,Grand Asia,Yes
7/1/2018,Shared Savings,Bonus,8.89,income,Dividend,Yes
6/28/2018,Chase Sapphire Reserve,Dining,8.81,expense,Marbella,Yes
12/1/2018,Chase Sapphire Reserve,Dining,8.78,expense,Qv Market,Yes
12/25/2017,Chase Sapphire Reserve,Travel,8.76,income,Travel Credit,Yes
12/25/2017,Chase Sapphire Reserve,Travel,8.76,expense,Nyctaxi,Yes
2/16/2018,Chase Freedom Unlimited,Groceries,8.66,expense,Costco,Yes
10/21/2018,Chase Freedom Unlimited,Groceries,8.64,expense,Costco,Yes
1/21/2018,Chase Freedom Unlimited,Groceries,8.62,expense,Grand Asia,Yes
6/16/2018,Chase Sapphire Reserve,Dining,8.61,expense,Cook Out,Yes
3/1/2018,Chase Sapphire Reserve,Dining,8.6,expense,Mi Cabana,Yes
11/13/2018,Chase Sapphire Reserve,Dining,8.59,expense,Sbarro,Yes
8/4/2018,Chase Freedom Unlimited,Entertainment,8.57,expense,Amc,Yes
11/5/2018,Chase Freedom Unlimited,Auto:Gas,8.54,expense,Circle K,Yes
4/29/2018,Chase Freedom Unlimited,Home Repair,8.53,expense,Target,Yes
12/12/2017,Chase Freedom Unlimited,Clothing,8.53,expense,Target,Yes
6/5/2018,Shared Savings,Bonus,8.49,income,Dividend,Yes
9/11/2018,Chase Freedom Unlimited,Home Repair,8.44,expense,Target,Yes
9/11/2018,Chase Freedom Unlimited,Home Repair,8.44,expense,Target,Yes
7/2/2018,Chase Sapphire Reserve,Dining,8.4,expense,Jersey Mikes,Yes
1/18/2019,Chase Sapphire Reserve,Dining,8.35,expense,Insomnia,No
5/26/2018,Chase Freedom Unlimited,Entertainment,8.25,expense,Frankie,Yes
12/23/2018,Chase Freedom Unlimited,Groceries,8.22,expense,Harris Teeter,Yes
6/30/2018,Chase Sapphire Reserve,Dining,8.12,expense,Greek Fiesta,Yes
10/28/2018,Chase Freedom Unlimited,Groceries,8.09,expense,Grand Asia,Yes
7/8/2018,Chase Freedom Unlimited,Auto,8,expense,PPS401,Yes
1/3/2019,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
12/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
11/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
10/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
9/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
8/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
7/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
6/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
5/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
4/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
3/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
2/3/2018,Chase Freedom Unlimited,Entertainment,7.99,expense,Netflix,Yes
12/17/2018,Chase Sapphire Reserve,Dining,7.95,expense,Jamba Juice,Yes
11/21/2018,Chase Freedom Unlimited,Home Repair,7.89,expense,Target,Yes
9/5/2018,Chase Sapphire Reserve,Dining,7.79,expense,Taco Bell,Yes
8/18/2018,Chase Sapphire Reserve,Dining,7.79,expense,Taco Bell,Yes
8/18/2018,Chase Sapphire Reserve,Dining,7.78,expense,Smithfield,Yes
8/18/2018,Chase Sapphire Reserve,Dining,7.78,expense,Smithfield,Yes
7/3/2018,Chase Sapphire Reserve,Dining,7.78,expense,Smithfield,Yes
12/28/2018,Chase Freedom Unlimited,Auto,7.73,expense,Rental Car Toll,Yes
5/3/2018,Chase Freedom Unlimited,Home Repair,7.66,income,Lowe,Yes
4/22/2018,Chase Freedom Unlimited,Home Repair,7.66,expense,Lowe,Yes
12/18/2018,Chase Freedom Unlimited,Groceries,7.64,expense,Food Lion,Yes
6/20/2018,Chase Sapphire Reserve,Dining,7.58,expense,Taco Bell,Yes
2/25/2018,Chase Freedom Unlimited,Health & Fitness,7.56,expense,Bath And Body Works,Yes
3/10/2018,Chase Sapphire Reserve,Dining,7.55,expense,Cook Out,Yes
12/20/2018,Chase Freedom Unlimited,Entertainment,7.43,expense,711,Yes
11/10/2018,Chase Freedom Unlimited,Dining,7.42,expense,Chipotle,Yes
8/24/2018,Chase Sapphire Reserve,Dining,7.42,expense,Dickinson Avenue,Yes
4/24/2018,Chase Sapphire Reserve,Entertainment,7.38,expense,Anthony,Yes
6/9/2018,Chase Sapphire Reserve,Dining,7.36,expense,Cook Out,Yes
1/10/2018,Chase Sapphire Reserve,Dining,7.33,expense,Hardees,Yes
12/1/2018,Chase Sapphire Reserve,Entertainment,7.28,expense,Towers Lobby,Yes
12/31/2018,Chase Sapphire Reserve,Dining,7.21,expense,Taco Bell,Yes
10/13/2018,Chase Freedom Unlimited,Auto:Gas,7.14,expense,Circle K,Yes
1/29/2018,Chase Sapphire Reserve,Dining,7.01,expense,Taco Bell,Yes
1/3/2019,Chase Freedom Unlimited,Not Sure,7,expense,Express Scripts,Yes
10/16/2018,Chase Freedom Unlimited,Medical,7,expense,Esi,Yes
7/26/2018,Chase Freedom Unlimited,Medical,7,expense,Esi,Yes
5/2/2018,Chase Freedom Unlimited,Medical,7,expense,Esi,Yes
2/22/2018,Active Duty Checking,Gifts,7,income,Pay Pal,Yes
12/23/2017,Chase Sapphire Reserve,Travel,6.96,income,Travel Credit,Yes
12/23/2017,Chase Sapphire Reserve,Travel,6.96,expense,Curb,Yes
12/1/2018,Chase Sapphire Reserve,Entertainment,6.95,expense,Common Wealth Bank,Yes
6/17/2018,Chase Freedom Unlimited,Entertainment,6.93,expense,Amc,Yes
4/29/2018,Chase Freedom Unlimited,Entertainment,6.93,expense,Amc,Yes
11/9/2018,Chase Sapphire Reserve,Dining,6.88,expense,Panera Bread,Yes
7/26/2018,Chase Sapphire Reserve,Dining,6.87,expense,Best N Burger,Yes
11/28/2018,Chase Sapphire Reserve,Entertainment,6.81,expense,Australia Zoo,Yes
11/10/2018,Chase Freedom Unlimited,Groceries,6.78,expense,Grand Asia,Yes
1/12/2018,Chase Freedom Unlimited,Clothing,6.76,expense,Cleaners,Yes
12/11/2017,Chase Freedom Unlimited,Home Repair,6.71,expense,Lowe,Yes
7/26/2018,Chase Sapphire Reserve,Dining,6.66,expense,La Rancherita,Yes
11/27/2018,Chase Sapphire Reserve,Dining,6.65,expense,Supply ,Yes
12/29/2018,Chase Freedom Unlimited,Home Repair,6.54,expense,Target,Yes
5/2/2018,Shared Savings,Bonus,6.52,income,Dividend,Yes
1/19/2019,Chase Freedom Unlimited,Auto:Gas,6.48,expense,BP,No
2/1/2018,Chase Sapphire Reserve,Dining,6.46,expense,Cook Out,Yes
6/18/2018,Chase Freedom Unlimited,Groceries,6.45,expense,Grand Asia,Yes
4/12/2018,Chase Freedom Unlimited,Auto:Gas,6.42,expense,Grayson,Yes
3/3/2018,Chase Sapphire Reserve,Dining,6.41,expense,Burger King,Yes
1/14/2018,Chase Freedom Unlimited,Groceries,6.4,expense,Costco,Yes
12/7/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
9/9/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
8/19/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
6/10/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
6/4/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
5/13/2018,Chase Sapphire Reserve,Dining,6.38,expense,Cook Out,Yes
