,purch_amt,gender,card_on_file,age,days_since_last_purch,loyalty
105009,54.16,female,yes,25,85,0
105010,39.22,male,no,14,67,0
105011,30.12,male,no,18,106,0
105012,11.57,male,yes,25,55,0
105013,49.56,female,no,15,82,0
105014,54.12,male,no,38,62,0
105015,39,female,yes,18,98,0
105016,74.93,male,yes,35,53,1
105017,57.03,male,yes,32,52,1
105018,22.27,male,no,29,61,0
105019,67.87,female,yes,16,40,0
105020,48.95,male,no,31,70,0
105021,65.36,female,yes,23,54,0
105022,16.42,female,no,22,63,0
105023,43.18,female,yes,29,64,0
105024,66.37,female,yes,23,65,0
105025,42.47,male,yes,28,49,0
105026,40.31,male,yes,8,50,0
105027,38.72,male,no,32,34,0
105028,53.56,female,no,11,45,0
105029,50.06,female,no,44,69,0
105030,41.04,male,yes,36,83,0
105031,60.45,female,yes,45,50,1
105032,36.43,male,yes,29,85,0
105033,32.04,male,no,7,90,0
105034,38.74,male,no,31,54,1
105035,1.73,female,no,26,76,0
105036,77.57,female,no,14,29,1
105037,68.78,male,yes,18,61,0
105038,79.88,female,yes,30,52,0
105039,51.63,female,yes,36,62,0
105040,60.6,male,yes,30,66,0
105041,56.8,female,no,23,63,0
105042,35.55,female,no,30,50,0
105043,49.31,male,no,31,41,1
105044,62.91,female,yes,25,80,0
105045,55.38,female,yes,26,30,0
105046,40.88,female,no,33,54,0
105047,14.07,female,yes,11,50,0
105048,75.32,male,yes,32,43,1
105049,9.76,female,no,14,55,0
105050,26.22,female,yes,28,47,0
105051,44.53,male,no,15,62,0
105052,41.76,male,no,17,84,0
105053,14.86,female,yes,24,76,0
105054,70.73,female,no,38,25,1
105055,47.32,female,yes,3,53,0
105056,31.8,male,yes,28,80,0
105057,44.36,female,yes,32,63,0
105058,40.18,male,no,28,58,0
105059,-0.11,male,yes,24,64,0
105060,41.71,male,yes,34,53,0
105061,42.98,female,yes,23,40,0
105062,51.66,male,no,22,32,1
105063,4.14,male,yes,25,44,0
105064,50.21,male,yes,21,36,1
105065,28.66,male,yes,34,62,0
105066,10.93,male,yes,26,79,0
105067,79.32,female,yes,40,57,0
105068,9.47,male,no,24,46,0
105069,21.29,male,yes,9,42,0
105070,54.97,male,yes,26,58,0
105071,39.79,male,yes,43,33,1
105072,31.68,female,no,26,67,0
105073,4.47,male,no,8,50,0
105074,59.89,female,yes,23,64,0
105075,57.9,male,no,28,50,0
105076,42.18,male,yes,37,49,1
105077,61.73,male,yes,18,37,0
105078,33.33,female,no,8,53,0
105079,86.11,male,no,27,81,0
105080,53.58,female,no,1,58,0
105081,21.74,female,no,34,70,0
105082,22.6,male,no,23,47,0
105083,12.3,male,yes,33,55,0
105084,55.84,male,no,21,58,0
105085,68.89,male,no,48,69,0
105086,67.3,female,yes,18,35,0
105087,27.02,male,yes,22,74,0
105088,53.78,male,yes,38,27,0
105089,35.55,male,no,37,41,0
105090,76.16,male,yes,6,35,0
105091,20.93,female,no,26,45,0
105092,27.24,male,yes,5,53,0
105093,38.64,male,yes,15,71,0
105094,45.72,female,yes,36,64,0
105095,55.99,female,yes,24,72,0
105096,59.23,male,yes,33,50,0
105097,32.76,female,no,34,59,0
105098,47.3,female,yes,32,64,0
105099,39.29,female,no,17,53,0
105100,72.22,female,no,10,39,0
105101,24.92,male,no,19,42,0
105102,90.3,female,no,48,19,1
105103,21.25,male,yes,22,68,0
105104,50.01,female,yes,27,45,1
105105,15.72,male,no,39,48,0
105106,45.89,male,yes,38,72,0
105107,45.44,male,no,34,81,0
105108,-0.91,female,no,14,50,0
105109,72.1,female,no,8,66,0
105110,54.34,female,no,37,44,0
105111,32.45,male,no,21,64,0
105112,36.95,male,no,25,50,0
105113,56.88,male,yes,38,58,0
105114,30.14,female,no,13,68,0
105115,27.32,female,no,18,56,0
105116,27.97,male,no,32,63,0
105117,39.93,male,no,8,66,0
105118,32.75,female,yes,14,87,0
105119,40.65,female,no,25,80,0
105120,6.4,male,yes,28,64,0
105121,44.24,female,yes,29,49,0
105122,45.3,male,yes,24,71,0
105123,39.27,female,no,46,76,0
105124,36.65,male,yes,22,79,0
105125,28.79,male,yes,8,54,0
105126,87.87,male,no,12,71,0
105127,20.32,male,yes,31,69,0
105128,45.01,female,no,48,43,0
105129,43.86,female,no,28,68,0
105130,41.14,female,yes,44,46,0
105131,32.52,male,no,24,75,0
105132,45.14,female,no,15,61,0
105133,14.94,male,no,28,84,0
105134,32.07,male,yes,19,34,0
105135,80.55,male,no,22,25,1
105136,73.45,male,yes,26,43,1
105137,53.16,female,no,11,68,0
105138,83.17,male,yes,17,71,0
105139,35.43,female,no,21,44,0
105140,31.77,male,yes,15,69,0
105141,88.34,male,no,30,42,0
105142,63.96,female,yes,19,47,0
105143,28.29,female,no,32,40,1
105144,35.86,male,yes,30,61,0
105145,36.64,female,no,49,48,0
105146,53.08,female,yes,24,59,1
105147,47.35,female,no,25,51,1
105148,34.7,female,no,28,63,0
105149,84.74,female,yes,26,31,1
105150,48.86,female,no,8,75,0
105151,34.14,male,no,23,49,0
105152,33.9,male,yes,30,74,0
105153,26.52,female,no,29,53,1
105154,36.9,female,no,36,65,1
105155,73.89,male,yes,29,46,0
105156,69.01,female,no,37,46,1
105157,38.37,male,yes,24,38,1
105158,39.66,female,no,25,34,0
105159,36.94,female,yes,25,77,0
105160,30.13,female,no,16,80,0
105161,54.99,male,yes,43,45,1
105162,57.1,female,no,9,37,0
105163,51.34,female,yes,9,48,0
105164,43.32,female,yes,25,57,0
105165,65.26,male,no,36,40,0
105166,17.77,male,no,23,72,0
105167,13.99,female,no,16,38,1
105168,81.21,female,no,42,64,0
105169,70.73,female,no,32,67,0
105170,39.1,male,no,25,81,0
105171,73.31,male,yes,25,68,0
105172,18.83,male,yes,28,46,0
105173,38.53,female,no,25,52,0
105174,60.91,male,yes,15,53,1
105175,10.14,female,yes,13,62,0
105176,32.06,female,yes,29,56,0
105177,50.02,female,no,23,53,1
105178,56.09,female,yes,17,78,0
105179,79.91,female,yes,29,68,0
105180,29.4,female,no,29,68,0
105181,24.58,male,yes,31,62,0
105182,31.48,male,yes,15,51,0
105183,43.82,female,yes,21,55,1
105184,54.01,male,yes,15,73,0
105185,52.45,female,yes,41,35,0
105186,47.3,female,no,19,58,0
105187,27.54,female,no,14,66,0
105188,32.7,female,no,42,43,0
105189,56.44,male,yes,40,56,1
105190,63.73,male,no,38,74,0
105191,25.71,female,no,28,39,0
105192,57.41,male,yes,39,37,1
105193,37.69,male,no,29,59,0
105194,26.58,female,no,28,69,0
105195,21.64,male,yes,16,53,0
105196,43.08,female,yes,19,94,0
105197,55.58,male,yes,28,62,0
105198,71.28,female,no,23,40,0
105199,9.88,female,yes,46,55,0
105200,77.9,male,no,26,28,1
105201,31.19,male,no,24,50,0
105202,71.92,male,no,23,55,0
105203,10.99,male,yes,34,71,0
105204,42.17,male,yes,36,22,1
105205,45.27,female,no,18,64,0
105206,38.09,male,no,32,61,0
105207,17.02,male,yes,15,77,0
105208,27.26,female,no,20,68,0
105209,8.3,female,no,20,75,0
105210,25.86,female,no,17,66,0
105211,57.98,male,yes,31,68,0
105212,42.27,male,yes,38,60,0
105213,38.57,female,no,21,35,1
105214,19.53,male,yes,12,58,0
105215,36.35,female,yes,7,57,0
105216,52.73,female,no,36,34,1
105217,51.93,male,yes,23,50,0
105218,58.85,female,no,35,34,0
105219,55.73,female,yes,32,87,0
105220,20.82,male,yes,29,100,0
105221,54.48,male,yes,18,63,0
105222,23.34,female,yes,54,58,0
105223,38.39,male,no,19,57,0
105224,30.43,male,no,25,53,0
105225,57,female,yes,24,49,0
105226,74.56,female,yes,12,46,0
105227,49.64,male,yes,36,50,0
105228,5.6,female,no,26,46,0
105229,29.62,male,no,46,49,0
105230,68.28,female,no,21,60,0
105231,43.9,male,no,46,55,0
105232,28.82,male,no,29,47,0
105233,30.96,male,no,52,78,0
105234,73.39,female,yes,33,76,0
105235,28.27,male,yes,15,45,0
105236,5.77,female,no,22,57,0
105237,14.3,male,yes,29,36,0
105238,40.79,female,no,25,79,0
105239,74.03,male,no,23,37,0
105240,43.08,female,yes,40,52,0
105241,32.52,male,yes,31,65,0
105242,35.35,male,no,31,82,0
105243,20.8,male,yes,20,50,0
105244,0.71,female,yes,43,60,0
105245,21.35,female,no,37,31,1
105246,70.12,male,yes,21,42,0
105247,54.89,male,no,14,49,0
105248,44.87,male,no,8,64,0
105249,33.59,female,yes,11,72,0
105250,24.97,male,no,13,80,0
105251,37.7,male,no,11,51,0
105252,52.12,male,no,33,50,0
105253,31.51,female,no,19,80,0
105254,53.9,male,yes,40,78,0
105255,26.05,female,yes,22,75,0
105256,57.26,male,yes,44,68,0
105257,62.74,female,yes,33,64,0
105258,26.95,male,yes,19,55,0
105259,74.06,male,yes,8,69,0
105260,22.22,female,no,27,73,0
105261,45.2,male,yes,15,87,0
105262,88.25,male,yes,37,30,1
105263,33.05,female,yes,29,31,0
105264,64.99,female,yes,18,71,0
105265,39.49,female,yes,16,54,0
105266,-2.21,male,yes,15,87,0
105267,75.8,female,no,19,51,0
105268,46.06,female,yes,27,59,0
105269,76.84,male,no,-2,48,0
105270,107.86,male,yes,21,47,0
105271,39.67,male,no,31,63,0
105272,24.96,female,no,18,46,0
105273,64.43,female,no,35,72,0
105274,67.78,female,yes,20,62,0
105275,24.68,male,no,31,46,0
105276,53.52,male,yes,8,30,0
105277,26.82,male,yes,14,55,0
105278,15.56,female,no,36,54,0
105279,35.93,male,yes,18,77,0
105280,30.74,male,no,46,47,0
105281,48.93,female,no,13,33,1
105282,47.25,male,yes,19,67,0
105283,32.97,male,no,18,106,0
105284,55.27,female,yes,36,54,0
105285,51.3,male,no,14,46,0
105286,19.71,male,no,19,74,0
105287,41.92,female,no,-5,52,0
105288,20.06,male,no,14,49,0
105289,39.15,female,no,25,81,0
105290,60.78,female,yes,20,69,0
105291,32.24,female,no,25,72,0
105292,28.07,female,no,17,63,0
105293,78.03,female,no,22,65,0
105294,63.44,female,no,41,57,0
105295,51.24,female,yes,31,55,0
105296,45.04,female,yes,32,60,1
105297,60.64,female,no,17,61,0
105298,3.75,female,yes,16,83,0
105299,50.7,male,no,24,44,0
105300,72.88,female,no,19,66,0
105301,33.44,female,no,16,55,0
105302,51.72,female,no,36,35,1
105303,40.92,male,no,19,46,0
105304,42.31,female,yes,13,50,0
105305,43.56,male,yes,16,38,0
105306,60.97,female,no,37,33,1
105307,29.31,female,no,26,68,0
105308,11.4,female,no,24,51,0
105309,12.4,male,yes,25,57,1
105310,40.24,male,yes,10,81,0
105311,84.39,female,no,13,61,0
105312,41.34,male,no,31,44,0
105313,63.29,male,no,26,31,1
105314,46.61,male,no,17,47,0
105315,64.21,female,no,22,75,0
105316,47.51,female,yes,35,45,1
105317,29.21,male,no,36,62,0
105318,74.58,female,yes,24,38,1
105319,33.1,female,no,15,84,0
105320,36.92,male,no,23,31,1
105321,35.28,male,yes,19,75,0
105322,65.33,female,yes,26,37,1
105323,72.9,female,no,21,54,0
105324,53.14,female,yes,31,35,0
105325,22.13,male,no,19,45,1
105326,62.1,female,yes,24,32,0
105327,52.52,female,yes,34,49,0
105328,1.92,female,yes,26,58,0
105329,12.79,female,no,36,94,0
105330,50.95,male,yes,27,60,0
105331,32.11,female,yes,21,61,0
105332,64.6,male,no,20,47,0
105333,57.25,female,no,29,33,1
105334,33.54,female,yes,11,70,0
105335,34.44,female,no,35,48,0
105336,54.64,female,no,38,58,0
105337,53.35,male,yes,34,55,0
105338,53.52,male,yes,21,34,1
105339,45.31,female,no,12,44,0
105340,49.32,female,no,11,87,0
105341,41.83,male,yes,22,65,0
105342,33.03,male,yes,41,45,1
105343,79.47,female,no,41,81,0
105344,61.48,male,no,40,63,0
105345,55.94,male,yes,31,62,0
105346,20.6,male,yes,3,60,0
105347,76.07,female,no,13,67,0
105348,47.87,male,yes,31,60,0
105349,49.67,female,no,50,81,0
105350,54.01,female,no,15,64,0
105351,86.55,male,no,23,45,0
105352,9.62,male,no,12,71,0
105353,27.26,female,yes,20,42,1
105354,68.54,female,yes,25,57,1
105355,73.74,male,no,30,38,1
105356,52.54,male,no,27,29,1
105357,60.75,female,yes,33,50,0
105358,67.79,male,no,31,45,0
105359,7.87,female,no,4,74,0
105360,39.34,male,yes,12,58,0
105361,55.43,female,no,21,36,0
105362,34.11,female,yes,23,54,0
105363,35.59,male,no,17,71,0
105364,55.57,female,yes,35,68,0
105365,35.04,female,yes,36,58,0
105366,29.58,female,yes,25,35,1
105367,53.16,female,yes,33,34,0
105368,39.27,male,no,20,43,0
105369,73.1,female,yes,7,33,1
105370,62.24,male,yes,34,41,0
105371,34.66,female,no,21,95,0
105372,32.91,female,no,15,32,1
105373,52.51,male,yes,12,48,0
105374,37.52,female,yes,42,42,0
105375,63.95,male,no,24,67,0
105376,47.14,female,yes,36,72,0
105377,55.92,female,no,40,47,0
105378,5.39,female,yes,20,58,0
105379,72.4,female,no,26,83,0
105380,31.93,female,no,21,69,0
105381,64.97,male,yes,17,52,0
105382,65.6,male,no,26,47,0
105383,74.24,female,yes,14,87,0
105384,27.86,male,no,5,48,0
105385,14.53,female,yes,19,47,0
105386,15.04,female,yes,32,38,0
105387,47.44,male,no,11,50,0
105388,54.29,male,yes,18,68,0
105389,53.27,male,yes,3,74,0
105390,35.97,female,no,38,46,0
105391,68.78,female,no,24,75,0
105392,56.84,female,no,22,70,0
105393,19.07,male,no,-8,54,0
105394,24.92,male,yes,18,50,0
105395,15.52,male,no,33,62,0
105396,62.52,male,no,43,43,1
105397,28.78,female,no,19,97,0
105398,73.03,male,yes,36,38,0
105399,0.25,male,no,11,65,0
105400,62.23,male,no,20,74,0
105401,25.79,male,yes,6,34,0
105402,29.75,male,yes,24,46,0
105403,48.39,male,no,25,87,0
105404,51.78,female,yes,33,56,0
105405,32.04,male,no,17,59,0
105406,31.16,female,yes,27,38,0
105407,46.74,male,no,38,60,0
105408,52.98,female,no,38,61,0
105409,31.6,male,no,18,36,0
105410,30.79,male,no,2,44,0
105411,57.44,female,no,41,35,1
105412,76.58,female,yes,30,53,1
105413,22.46,female,no,34,52,1
105414,53.41,female,no,16,32,1
105415,59.73,male,yes,27,78,0
105416,71.02,female,yes,42,29,1
105417,65.35,male,yes,34,35,1
105418,38.76,female,no,15,58,0
105419,39.18,female,no,13,56,0
105420,42.43,male,yes,5,30,1
105421,20.98,female,yes,27,34,0
105422,62.76,male,yes,19,41,0
105423,94.41,male,yes,21,44,0
105424,34.93,male,yes,16,60,1
105425,75.42,male,no,19,50,1
105426,67.95,male,no,28,67,0
105427,41.07,female,no,21,62,0
105428,31.69,male,yes,33,42,0
105429,64.26,female,yes,28,79,0
105430,31.55,male,no,17,55,0
105431,-4.12,male,yes,10,61,0
105432,25.27,female,no,37,49,0
105433,56.76,male,no,21,74,0
105434,9.62,male,yes,12,75,0
105435,35.09,male,no,14,67,0
105436,42.12,male,yes,39,32,1
105437,45.93,female,yes,16,72,0
105438,57.03,female,no,10,62,0
105439,64.28,male,no,19,43,1
105440,49.62,female,no,58,65,0
105441,-1.1,male,yes,36,61,0
105442,27.38,female,yes,18,72,0
105443,9.11,female,yes,18,46,1
105444,64.58,female,no,26,47,0
105445,38.71,male,yes,15,60,0
105446,30.8,male,yes,32,74,0
105447,40.55,male,yes,23,87,0
105448,41.15,female,yes,18,54,0
105449,38.49,female,yes,38,57,0
105450,34.56,female,no,37,39,0
105451,43.35,female,yes,32,51,0
105452,45.36,female,yes,21,72,0
105453,39.15,female,no,5,41,0
105454,58.83,female,no,40,50,0
105455,-1.68,female,no,17,61,0
105456,44.06,female,yes,10,39,0
105457,59.96,male,no,34,45,1
105458,37.66,female,no,32,54,0
105459,23.1,male,no,34,64,0
105460,66.48,female,yes,26,60,0
105461,53.95,male,no,34,51,0
105462,61.25,female,yes,25,73,0
105463,52.06,male,no,27,63,0
105464,12.88,female,no,24,67,0
105465,27.87,female,yes,31,53,0
105466,32.93,male,yes,18,43,0
105467,14.37,male,no,42,61,0
105468,23.13,female,no,17,40,0
105469,35.32,female,yes,36,55,0
105470,59.16,male,yes,32,72,0
105471,34.3,female,no,30,43,0
105472,12.54,female,no,27,65,0
105473,66.5,male,yes,32,57,0
105474,49.64,female,no,37,63,0
105475,59.87,male,no,20,91,0
105476,34.8,male,no,27,43,0
105477,9.93,male,yes,31,47,0
105478,59.94,female,yes,41,58,0
105479,36.6,male,no,20,81,0
105480,74.65,male,yes,26,45,1
105481,57.82,female,no,8,40,0
105482,58.2,female,no,37,55,0
105483,76.46,male,no,31,45,0
105484,64.66,female,yes,15,43,0
105485,56.44,female,no,13,67,0
105486,40.54,male,no,31,71,0
105487,50.44,male,yes,10,42,1
105488,76.5,male,no,24,60,0
105489,49.16,male,no,21,30,1
105490,53.98,female,no,35,43,1
105491,43.15,female,yes,17,65,0
105492,66.17,female,no,27,67,0
105493,32.19,female,yes,33,75,0
105494,17.61,male,no,23,45,0
105495,63.77,male,yes,36,47,0
105496,67.07,male,no,38,27,1
105497,52.92,male,yes,22,47,0
105498,56.27,male,no,42,50,1
105499,23.94,female,yes,18,39,0
105500,38.14,female,yes,25,23,1
105501,37.83,female,no,28,55,1
105502,25.16,male,no,31,52,0
105503,38.09,male,no,36,23,1
105504,29.55,male,yes,32,68,0
105505,72.91,male,no,26,80,0
105506,53.17,male,yes,29,68,0
105507,41.73,male,no,33,11,1
105508,33.51,male,no,12,68,0
105509,22.9,female,no,12,94,0
105510,44.13,male,yes,31,26,1
105511,65.05,female,no,41,53,0
105512,11.6,female,no,35,43,0
105513,67.45,male,yes,26,26,1
105514,39.65,female,no,27,79,0
105515,60.22,female,no,20,52,0
105516,48.82,female,yes,18,50,0
105517,34.23,male,yes,14,78,0
105518,6.41,male,yes,30,51,0
105519,72.11,female,yes,41,57,0
105520,48.53,male,no,32,37,1
105521,25.59,male,no,19,41,0
105522,52.52,male,no,23,67,0
105523,21.37,female,no,24,58,0
105524,22.34,female,no,32,55,0
105525,34.02,female,yes,23,34,0
105526,89.14,male,no,27,72,0
105527,26.8,female,no,41,69,0
105528,47.08,female,no,12,67,0
105529,45.85,female,yes,43,71,0
105530,19.45,female,no,27,60,0
105531,24.43,female,no,31,54,0
105532,22.89,female,no,24,42,1
105533,71.59,female,yes,38,44,0
105534,24.23,female,yes,21,18,1
105535,69.5,male,no,18,58,0
105536,17.01,male,yes,13,59,0
105537,94.47,male,yes,21,70,0
105538,29.62,female,no,34,98,0
105539,26.44,male,no,6,67,0
105540,10.46,male,yes,16,96,0
105541,5.44,female,no,20,64,0
105542,66.8,female,no,32,32,0
105543,52.77,female,yes,19,74,0
105544,49.51,female,no,28,27,1
105545,36.22,female,no,37,37,0
105546,10.84,female,yes,38,37,0
105547,59.3,female,yes,27,32,0
105548,54.74,male,yes,33,44,0
105549,15.49,female,yes,32,68,0
105550,34.11,female,yes,16,77,0
105551,57.48,male,yes,23,88,0
105552,81.94,female,yes,30,42,1
105553,18.98,male,yes,0,56,0
105554,44.52,female,yes,38,40,1
105555,62.04,female,no,27,58,0
105556,26.29,male,yes,27,63,0
105557,17.4,male,yes,17,35,0
105558,8.03,female,yes,32,57,0
105559,29.54,female,yes,19,64,0
105560,60.39,female,yes,17,108,0
105561,61.16,male,no,41,19,1
105562,13.92,female,no,28,48,0
105563,73.56,female,no,5,38,1
105564,42.45,male,no,20,27,0
105565,29.56,male,no,30,72,0
105566,58.34,female,yes,16,50,1
105567,71.49,female,no,35,49,0
105568,62.95,female,no,28,69,1
105569,45.42,male,yes,34,45,0
105570,70.45,female,no,26,35,0
105571,44.73,female,no,34,78,0
105572,69.42,female,no,52,32,1
105573,17.56,male,no,14,34,0
105574,12.23,female,yes,28,61,0
105575,49.99,male,no,30,66,0
105576,82.4,male,yes,20,49,0
105577,77.06,female,no,35,78,0
105578,10.43,female,yes,21,67,0
105579,68.01,male,yes,33,48,1
105580,26.65,male,yes,33,58,0
105581,27.91,female,yes,49,29,1
105582,55.06,female,no,36,58,0
105583,7.12,female,yes,18,32,0
105584,44.73,male,yes,30,33,0
105585,29.77,female,no,33,10,1
105586,30.86,male,no,14,56,0
105587,61.74,female,no,27,65,0
105588,40.7,female,no,11,75,0
105589,26.71,female,no,27,60,1
105590,41.18,male,no,25,84,0
105591,43.69,female,yes,17,78,0
105592,20.5,female,yes,26,59,0
105593,8.03,male,no,21,58,0
105594,28.46,male,no,15,78,0
105595,61.57,female,yes,41,44,1
105596,43.69,male,yes,5,62,0
105597,61.2,male,yes,33,68,0
105598,43.78,female,no,22,84,0
105599,57.33,male,no,34,61,0
105600,34.2,female,yes,35,60,0
105601,34.27,male,yes,47,90,0
105602,26.14,female,no,22,43,0
105603,90.57,female,no,21,43,1
105604,21.37,female,yes,13,67,0
105605,53.45,male,no,24,40,1
105606,54.78,female,yes,40,73,0
105607,57.77,male,no,37,71,0
105608,47.77,male,yes,15,72,0
105609,53.52,male,yes,31,57,0
105610,55.98,female,yes,37,40,1
105611,51.37,female,yes,26,68,0
105612,24.66,female,yes,17,26,1
105613,29.58,male,no,24,20,0
105614,29.75,male,yes,35,44,1
105615,58.68,female,no,20,53,0
105616,39.23,female,yes,30,46,0
105617,54.74,female,no,31,76,0
105618,23.33,female,no,35,56,0
105619,72.94,female,yes,37,36,1
105620,44.78,male,yes,19,65,0
105621,49.08,male,no,50,44,1
105622,3.85,male,no,22,44,0
105623,41.46,female,no,22,65,0
105624,22.45,female,yes,33,94,0
105625,36.27,female,no,18,68,0
105626,27.56,male,no,39,82,0
105627,35.07,female,no,7,51,0
105628,6.15,male,no,40,49,0
105629,91.58,female,yes,4,60,0
105630,12.93,female,no,25,57,0
105631,56.73,male,yes,20,53,1
105632,32.62,male,no,33,63,0
105633,53.27,male,no,28,60,0
105634,48.48,male,yes,37,30,0
105635,29.05,male,no,27,96,0
105636,37.55,female,yes,33,39,0
105637,62.91,female,no,46,73,0
105638,47.12,female,no,19,84,0
105639,44.39,female,no,22,84,0
105640,46.42,female,no,15,60,0
105641,43.47,female,yes,27,71,0
105642,34.84,female,yes,37,62,0
105643,27.55,male,yes,32,70,0
105644,56.38,male,no,34,66,0
105645,34.22,male,no,35,43,0
105646,14.49,male,yes,18,82,0
105647,27.92,female,no,8,61,0
105648,70.8,female,yes,22,62,0
105649,84.2,female,no,28,57,0
105650,57.79,male,no,22,68,0
105651,54.41,male,no,7,42,1
105652,41.86,female,no,21,97,0
105653,42.61,male,yes,15,51,1
105654,19.64,female,yes,26,58,1
105655,13.74,female,yes,21,48,0
105656,81.59,female,yes,11,51,0
105657,49.82,male,yes,17,41,0
105658,25.38,male,yes,42,57,0
105659,59.48,male,no,33,38,0
105660,55.61,female,no,40,28,1
105661,58.81,female,yes,23,31,1
105662,42.7,female,yes,15,82,0
105663,40.08,male,no,19,60,0
105664,39.3,female,yes,23,36,0
105665,33.4,female,no,22,77,0
105666,74.1,female,no,26,53,1
105667,52.08,male,yes,28,95,0
105668,39.77,female,no,21,60,0
105669,45.32,male,yes,21,17,0
105670,39.56,male,no,32,85,0
105671,16,male,yes,24,51,0
105672,49.61,female,no,22,42,0
105673,43.56,female,no,33,27,1
105674,35.45,female,yes,26,68,0
105675,8.25,female,no,23,86,0
105676,40.09,male,yes,32,64,0
105677,71.64,male,yes,29,45,0
105678,53.87,male,yes,35,55,0
105679,33.26,female,no,16,65,0
105680,32.67,female,no,23,77,0
105681,61.41,female,yes,20,55,0
105682,66,female,yes,29,62,0
105683,55.83,female,yes,17,61,0
105684,31.77,female,no,1,94,0
105685,36.12,female,yes,8,52,0
105686,39.2,male,yes,43,51,0
105687,55.19,female,no,29,74,0
105688,64.97,male,yes,27,59,0
105689,35.54,male,no,34,46,0
105690,30.28,male,no,29,40,0
105691,16.49,male,no,30,76,0
105692,46.25,female,yes,36,48,0
105693,37.09,female,yes,32,63,1
105694,40.58,female,no,10,62,0
105695,53.83,male,yes,17,23,0
105696,74.48,female,no,20,45,1
105697,63.99,male,yes,25,33,0
105698,22.38,male,yes,36,61,0
105699,70.73,female,no,32,68,0
105700,44.29,female,yes,16,92,0
105701,28.32,male,no,13,41,0
105702,20.42,female,no,29,89,0
105703,27.93,female,no,38,51,0
105704,41.36,female,no,22,57,1
105705,30.1,male,yes,9,49,0
105706,63.02,male,yes,19,48,0
105707,40.04,female,no,31,36,0
105708,19.18,female,no,25,44,0
105709,53.12,female,yes,18,54,0
105710,50.42,male,no,38,66,0
105711,-1.17,female,no,38,59,0
105712,45.98,male,no,15,36,1
105713,9.56,female,no,39,45,0
105714,54.21,male,yes,19,43,1
105715,3.05,male,no,40,66,0
105716,22.99,female,yes,10,83,0
105717,68.38,male,yes,32,70,0
105718,50.32,female,yes,28,43,0
105719,41.64,male,yes,45,35,1
105720,22.7,female,no,22,77,0
105721,63.8,male,no,36,40,1
105722,39.57,male,no,29,49,1
105723,87.58,male,no,33,57,0
105724,47.84,female,yes,-4,62,0
105725,19.16,female,no,14,43,0
105726,56.49,female,no,37,84,0
105727,59.44,female,no,30,86,0
105728,86.74,male,yes,24,97,0
105729,59.38,female,yes,30,68,0
105730,44.85,male,yes,21,62,0
105731,54.48,female,yes,20,61,0
105732,29.6,female,yes,20,47,0
105733,41.52,female,yes,19,49,0
105734,20.62,male,yes,30,66,0
105735,39.6,female,yes,18,67,0
105736,64.18,female,no,11,57,0
105737,33.4,male,yes,29,59,0
105738,21.8,male,no,16,57,0
105739,74.76,female,no,33,71,0
105740,54.7,male,yes,29,32,0
105741,17.66,female,no,20,57,0
105742,56.86,male,yes,38,42,0
105743,39.7,male,yes,30,66,0
105744,44.88,female,no,23,22,0
105745,35.14,female,no,2,56,0
105746,48.71,female,yes,42,87,0
105747,24.92,female,yes,12,54,0
105748,24.31,female,yes,27,44,0
105749,-2.51,female,no,21,31,0
105750,68.7,female,yes,42,54,1
105751,64.66,male,yes,39,70,0
105752,32.58,female,yes,28,72,0
105753,49.49,female,no,27,40,1
105754,14.7,male,yes,17,71,0
105755,62.2,male,no,9,64,0
105756,35.62,female,no,23,62,0
105757,45.07,female,no,37,66,0
105758,26.67,female,no,22,56,0
105759,77.4,female,yes,14,98,0
105760,52.2,female,yes,37,46,0
105761,14.93,male,yes,42,66,0
105762,54.39,male,yes,30,76,0
105763,3.92,male,no,31,46,0
105764,29,female,yes,22,54,0
105765,71.04,male,yes,19,39,1
105766,14.36,male,no,26,48,0
105767,58.98,female,yes,26,65,0
105768,19.22,male,no,22,76,0
105769,22.95,male,yes,32,33,0
105770,73.16,female,yes,18,39,1
105771,64.16,male,no,9,42,0
105772,73.77,female,no,45,58,0
105773,61.38,female,yes,24,77,0
105774,51.22,female,yes,24,28,1
105775,49.51,female,yes,53,84,0
105776,80.93,male,yes,30,81,0
105777,26.68,female,no,28,83,0
105778,39.92,male,no,31,63,0
105779,38.09,female,yes,20,48,0
105780,46.05,male,yes,27,63,0
105781,33.72,female,yes,36,35,1
105782,69.4,female,yes,34,62,0
105783,15.34,male,no,48,34,1
105784,57.41,male,yes,29,26,1
105785,41.29,male,no,20,53,0
105786,62.94,female,no,31,68,0
105787,56.69,male,no,25,71,0
105788,13.38,male,no,39,55,1
105789,43.28,male,yes,32,72,0
105790,72.57,male,no,34,77,0
105791,82.16,male,no,24,52,0
105792,36.04,male,yes,26,46,0
105793,37,male,no,25,82,0
105794,57.22,female,yes,19,50,0
105795,34.49,male,yes,14,58,0
105796,0.45,female,yes,26,86,0
105797,31.74,female,no,20,63,0
105798,85.31,male,no,2,62,1
105799,31.87,male,yes,27,50,0
105800,24.33,female,yes,34,34,1
105801,57.13,male,yes,34,62,0
105802,51.4,female,yes,18,73,0
105803,43.62,male,yes,39,69,0
105804,33.34,male,no,12,73,0
105805,23.76,female,yes,25,64,0
105806,32.08,male,no,27,63,0
